split,split_filename,config_i,context,dropout,ensemble_size,features,learning_rate,merge_method,n_hidden,n_units,residual_depth,data,cache,labels,structure_column,epochs,batch_size,val_data,rmse,pearson_r,spearman_rho,model_class,n_parameters
validation,data/train/validation/data.csv,405,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.202059030532837,0.7446660571740557,0.5886241103419941,bilinear-fp,374115
test,data/train/test/data.csv,405,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2703630924224854,0.7863130441594468,0.769485775711895,bilinear-fp,374115
training,data/train/train/data.csv,406,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0477840900421143,0.8304385662967637,0.8081280283857215,bilinear-fp,552579
validation,data/train/validation/data.csv,406,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1955151557922363,0.7528725278213548,0.5859110443977806,bilinear-fp,552579
test,data/train/test/data.csv,406,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2624671459197998,0.7884544558063113,0.772266810687922,bilinear-fp,552579
training,data/train/train/data.csv,407,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0462427139282227,0.831041505152979,0.8080210501242205,bilinear-fp,559203
validation,data/train/validation/data.csv,407,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1578437089920044,0.7653884670409136,0.5962379594673783,bilinear-fp,559203
test,data/train/test/data.csv,407,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2543302774429321,0.7918356584279348,0.7754831487743199,bilinear-fp,559203
training,data/train/train/data.csv,408,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9206966757774353,0.8722228150206031,0.8608047731700668,bilinear-fp,2895627
validation,data/train/validation/data.csv,408,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1879616975784302,0.7417099727595142,0.6096832598552635,bilinear-fp,2895627
test,data/train/test/data.csv,408,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1693671941757202,0.8223839303722538,0.8138450811498877,bilinear-fp,2895627
training,data/train/train/data.csv,409,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.8858867287635803,0.8820219420516897,0.8723210229329178,bilinear-fp,3090891
validation,data/train/validation/data.csv,409,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1369861364364624,0.7590017107046663,0.6021994271930405,bilinear-fp,3090891
test,data/train/test/data.csv,409,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1443476676940918,0.8294950606970963,0.8205648892571279,bilinear-fp,3090891
training,data/train/train/data.csv,40,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9009824991226196,0.06850730085097809,0.07052331544110112,bilinear-fp,41859
validation,data/train/validation/data.csv,40,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.737928032875061,0.1405736847061938,0.32299827031991846,bilinear-fp,41859
test,data/train/test/data.csv,40,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.068547487258911,0.1298682804407359,0.13581249310649085,bilinear-fp,41859
training,data/train/train/data.csv,410,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9850455522537231,0.851892366370293,0.8363562753509136,bilinear-fp,3119691
validation,data/train/validation/data.csv,410,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1818450689315796,0.7510446847879236,0.5995654624384628,bilinear-fp,3119691
test,data/train/test/data.csv,410,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2146633863449097,0.8061372644724605,0.79401212610755,bilinear-fp,3119691
training,data/train/train/data.csv,411,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9238651394844055,0.8710487915287032,0.8599476338228077,bilinear-fp,5892555
validation,data/train/validation/data.csv,411,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1768691539764404,0.748874120702502,0.6062258911107627,bilinear-fp,5892555
test,data/train/test/data.csv,411,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.174734115600586,0.8200031911302817,0.8101409583974193,bilinear-fp,5892555
training,data/train/train/data.csv,412,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.8223741054534912,0.8992784922679755,0.8916968321967381,bilinear-fp,6107019
validation,data/train/validation/data.csv,412,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1870272159576416,0.7388783897795308,0.6002159353067488,bilinear-fp,6107019
test,data/train/test/data.csv,412,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.099826455116272,0.8431734047685858,0.8361838349251896,bilinear-fp,6107019
training,data/train/train/data.csv,413,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9421136975288391,0.8655601281951802,0.8537579466716516,bilinear-fp,6161163
validation,data/train/validation/data.csv,413,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1136807203292847,0.7628127125567119,0.604792469364771,bilinear-fp,6161163
test,data/train/test/data.csv,413,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1851023435592651,0.816924756584188,0.8058973115416935,bilinear-fp,6161163
training,data/train/train/data.csv,414,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1241799592971802,0.8021214697628575,0.7703063667821732,bilinear-fp,185619
validation,data/train/validation/data.csv,414,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2706868648529053,0.7561039393525443,0.5511190087646969,bilinear-fp,185619
test,data/train/test/data.csv,414,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.3347395658493042,0.7611258283160351,0.7403723936304365,bilinear-fp,185619
training,data/train/train/data.csv,415,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.0373849868774414,0.8353403175233894,0.8146749042301304,bilinear-fp,275379
validation,data/train/validation/data.csv,415,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2274861335754395,0.6963183926914324,0.6003739622044916,bilinear-fp,275379
test,data/train/test/data.csv,415,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2649741172790527,0.7894745112998182,0.7744355392007753,bilinear-fp,275379
training,data/train/train/data.csv,416,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2450346946716309,0.781144175336715,0.7683574638287554,bilinear-fp,282003
validation,data/train/validation/data.csv,416,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2252792119979858,0.7154365722581074,0.545456497842534,bilinear-fp,282003
test,data/train/test/data.csv,416,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.4830368757247925,0.7330439735764268,0.7305402502364071,bilinear-fp,282003
training,data/train/train/data.csv,417,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9362875819206238,0.8671833146594767,0.855024145315783,bilinear-fp,1465275
validation,data/train/validation/data.csv,417,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1855071783065796,0.741098894406628,0.5992813039302168,bilinear-fp,1465275
test,data/train/test/data.csv,417,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1899592876434326,0.8142416099509885,0.8060279041359414,bilinear-fp,1465275
training,data/train/train/data.csv,418,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.932287335395813,0.8684975487081336,0.8566170413021827,bilinear-fp,1571835
validation,data/train/validation/data.csv,418,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.2048918008804321,0.7353285691853686,0.5883285177596853,bilinear-fp,1571835
test,data/train/test/data.csv,418,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.186741828918457,0.8150303179345623,0.8053826761829799,bilinear-fp,1571835
training,data/train/train/data.csv,419,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9331209063529968,0.8683284164914438,0.8564733125317462,bilinear-fp,1600635
validation,data/train/validation/data.csv,419,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1984039545059204,0.7367133417605805,0.5882500600776636,bilinear-fp,1600635
test,data/train/test/data.csv,419,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1870999336242676,0.8155443773873268,0.8061766511200923,bilinear-fp,1600635
training,data/train/train/data.csv,41,,0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.874940037727356,0.1060909290681554,0.09727291747774099,bilinear-fp,56259
validation,data/train/validation/data.csv,41,,0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.7187126874923706,0.18381368173408733,0.34484872272242306,bilinear-fp,56259
test,data/train/test/data.csv,41,,0.0,3,[['clogp']],1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0323679447174072,0.1538102838946203,0.1521072917274816,bilinear-fp,56259
training,data/train/train/data.csv,420,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9288949370384216,0.8696180265773167,0.8587955376432678,bilinear-fp,3042939
validation,data/train/validation/data.csv,420,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1762768030166626,0.7424368501575626,0.6027108763291374,bilinear-fp,3042939
test,data/train/test/data.csv,420,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1894562244415283,0.8151638755891697,0.8070862555988343,bilinear-fp,3042939
training,data/train/train/data.csv,421,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.924319326877594,0.8708326636038279,0.8609094389062928,bilinear-fp,3168699
validation,data/train/validation/data.csv,421,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1692402362823486,0.7337594208898933,0.5939812882901373,bilinear-fp,3168699
test,data/train/test/data.csv,421,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.1856406927108765,0.8157900512853021,0.8069824486166803,bilinear-fp,3168699
training,data/train/train/data.csv,422,['endpoint:hash'],0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,0.9363701939582825,0.8671870870008582,0.8548545046389371,bilinear-fp,3222843
